,0
336,298
337,282
338,19
339,71
340,969
341,302
342,975
343,697
344,314
345,988
346,699
347,978
348,7
349,461
350,981
351,467
352,717
353,297
354,791
355,779
356,228
357,344
358,790
359,909
360,473
361,439
362,436
363,58
364,954
365,422
366,212
367,288
368,976
369,683
370,55
371,289
372,457
373,944
374,103
375,979
376,264
377,487
378,655
379,914
380,313
381,724
382,850
383,203
384,243
385,636
386,41
387,206
388,66
389,386
390,112
391,311
392,634
393,168
394,635
395,642
396,392
397,37
398,693
399,748
400,477
401,220
402,498
403,688
404,810
405,266
406,224
407,462
408,156
409,62
410,92
411,646
412,183
413,946
414,50
415,865
416,613
417,671
418,637
419,604
420,807
421,59
422,934
423,68
424,290
425,414
426,138
427,39
428,234
429,907
430,229
431,871
432,263
433,11
434,339
435,5
436,204
437,378
438,925
439,321
440,361
441,455
442,931
443,499
444,230
445,399
446,254
447,157
448,702
449,310
450,172
451,491
452,982
453,822
454,905
455,47
456,127
457,299
458,716
459,740
460,898
461,444
462,971
463,257
464,780
465,214
466,760
467,755
468,856
469,255
470,107
471,262
472,17
473,293
474,958
475,940
476,200
477,73
478,326
479,619
480,860
481,864
482,385
483,260
484,669
485,721
486,217
487,94
488,706
489,60
490,308
491,48
492,191
493,3
494,292
495,872
496,960
497,190
498,388
499,855
500,350
501,387
502,885
503,253
504,707
505,43
506,381
507,483
508,873
509,796
510,895
511,20
512,608
513,182
514,119
515,728
516,849
517,21
518,63
519,886
520,231
521,333
522,469
523,782
524,356
525,937
526,938
527,177
528,343
529,197
530,991
531,880
532,78
533,130
534,261
535,391
536,777
537,995
538,237
539,746
540,420
541,972
542,332
543,814
544,10
545,659
546,382
547,660
548,961
549,275
550,952
551,348
552,841
553,34
554,160
555,801
556,29
557,331
558,380
559,318
560,670
561,233
562,476
563,482
564,327
565,162
566,778
567,459
568,500
569,701
570,744
571,773
572,758
573,164
574,174
575,750
576,383
577,611
578,26
579,90
580,661
581,627
582,650
583,147
584,435
585,431
586,876
587,892
588,394
589,966
590,367
591,273
592,100
593,774
594,411
595,27
596,911
597,135
598,196
599,42
600,194
601,208
602,421
603,705
604,785
605,438
606,216
607,269
608,240
609,875
610,144
611,804
612,72
613,400
614,684
615,122
616,965
617,869
618,226
619,219
620,218
621,8
622,617
623,986
624,315
625,770
626,40
627,662
628,481
629,826
630,426
631,52
632,763
633,471
634,672
635,82
636,116
637,714
638,402
639,76
640,305
641,272
642,456
643,362
644,336
645,167
646,602
647,169
648,794
649,15
650,176
651,252
652,857
653,31
654,279
655,235
656,354
657,409
658,470
659,258
660,98
661,101
662,1
663,861
664,957
665,930
666,447
667,134
668,340
669,832
670,108
671,360
672,735
673,798
674,373
675,280
676,115
677,765
678,806
679,271
680,623
681,607
682,465
683,341
684,407
685,376
686,463
687,935
688,951
689,401
690,805
691,920
692,9
693,823
694,223
695,18
696,278
697,397
698,630
699,54
700,812
701,967
702,158
703,743
704,486
705,647
706,731
707,854
708,184
709,154
710,337
711,85
712,242
713,837
714,494
715,221
716,948
717,347
718,703
719,131
720,924
721,766
722,692
723,644
724,32
725,838
726,769
727,645
728,195
729,968
730,953
731,941
732,355
733,753
734,110
735,427
736,369
737,185
738,349
739,983
740,970
741,964
742,250
743,681
744,665
745,749
746,374
747,797
748,424
749,987
750,434
751,754
752,603
753,443
754,320
755,51
756,639
757,713
758,710
759,839
760,74
761,811
762,497
763,867
764,648
765,375
766,277
767,674
768,286
769,616
770,632
771,700
772,377
773,787
774,6
775,912
776,918
777,30
778,133
779,132
780,698
781,75
782,923
783,123
784,358
785,922
786,317
787,479
788,304
789,334
790,831
791,464
792,834
793,929
794,985
795,365
796,359
797,680
798,687
799,246
800,186
801,189
802,201
803,441
804,663
805,410
806,913
807,727
808,862
