,0
678,551
679,513
680,576
681,556
682,820
683,72
684,127
685,286
686,329
687,370
688,273
689,812
690,904
691,23
692,388
693,179
694,208
695,401
696,39
697,432
698,901
699,65
700,119
701,545
702,804
703,81
704,996
705,190
706,296
707,989
708,898
709,942
710,357
711,482
712,524
713,261
714,307
715,386
716,950
717,806
718,394
719,347
720,321
721,53
722,22
723,852
724,485
725,879
726,930
727,891
728,244
729,527
730,299
731,437
732,228
733,330
734,570
735,839
736,17
737,361
738,507
739,424
740,94
741,462
742,54
743,205
744,876
745,282
746,949
747,467
748,674
749,940
750,615
751,402
752,932
753,423
754,269
755,635
756,107
757,473
758,31
759,540
760,846
761,892
762,443
763,152
764,665
765,531
766,80
767,365
768,358
769,174
770,830
771,634
772,63
773,861
774,884
775,13
776,978
777,929
778,406
779,483
780,472
781,958
782,101
783,574
784,667
785,133
786,923
787,263
788,444
789,515
790,130
791,837
792,589
793,525
794,516
795,658
796,647
797,562
798,440
799,121
800,528
801,916
802,6
803,624
804,957
805,45
806,851
807,566
808,172
