,0
427,981
428,784
429,417
430,694
431,862
432,268
433,863
434,422
435,588
436,991
437,13
438,349
439,508
440,490
441,876
442,802
443,647
444,951
445,299
446,859
447,543
448,653
449,409
450,632
451,527
452,829
453,743
454,843
455,279
456,353
457,419
458,693
459,98
460,436
461,671
462,918
463,466
464,651
465,282
466,247
467,511
468,942
469,617
470,934
471,449
472,929
473,596
474,537
475,48
476,775
477,787
478,987
479,451
480,824
481,904
482,464
483,280
484,861
485,424
486,665
487,445
488,473
489,562
490,540
491,593
492,879
493,860
494,67
495,609
496,52
497,382
498,628
499,260
500,592
501,589
502,633
503,43
504,994
505,238
506,351
507,771
508,906
509,868
510,974
511,919
512,964
513,684
514,933
515,724
516,488
517,34
518,340
519,603
520,298
521,673
522,324
523,235
524,905
525,416
526,331
527,426
528,49
529,877
530,892
531,545
532,995
533,820
534,297
535,730
536,552
537,283
538,670
539,220
540,986
541,534
542,800
543,627
544,403
545,576
546,626
547,230
548,765
549,751
550,826
551,228
552,818
553,786
554,960
555,663
556,65
557,831
558,614
559,804
560,502
561,363
562,76
563,979
564,648
565,873
566,749
567,481
568,564
569,727
570,284
571,969
572,803
573,550
574,433
575,94
576,535
577,438
578,635
579,294
580,668
581,641
582,961
583,594
584,486
585,476
586,912
587,910
588,375
589,709
590,923
591,581
592,972
593,710
594,255
595,586
596,4
597,10
598,312
599,357
600,746
601,239
602,86
603,295
604,664
605,569
606,847
607,945
608,9
609,325
610,455
611,28
612,275
613,846
614,370
615,444
616,44
617,674
618,321
619,302
620,232
621,891
622,708
623,869
624,510
625,884
626,513
627,747
628,487
629,538
630,845
631,435
632,250
633,24
634,467
635,231
636,553
637,823
638,938
639,925
640,712
641,817
642,2
643,638
644,551
645,423
646,721
647,85
648,556
649,296
650,27
651,412
652,962
653,650
654,640
655,489
656,903
657,474
658,946
659,865
660,631
661,316
662,81
663,571
664,77
665,763
666,783
667,352
668,580
669,37
670,301
671,936
672,440
673,361
674,326
675,457
676,401
677,928
678,483
679,320
680,504
681,418
682,762
683,915
684,505
685,791
686,51
687,6
688,8
689,932
690,254
691,317
692,91
693,493
694,657
695,935
696,842
697,958
698,785
699,781
700,288
701,355
702,529
703,432
704,779
705,807
706,654
707,82
708,274
709,821
710,658
711,73
712,452
713,813
714,989
715,927
716,699
717,30
718,661
719,42
720,754
721,621
722,383
723,204
724,223
725,967
726,797
727,203
728,209
729,253
730,696
731,643
732,71
733,494
734,557
735,251
736,3
737,615
738,491
739,682
740,756
741,949
742,249
743,819
744,40
745,252
746,11
747,997
748,346
749,70
750,857
751,226
752,864
753,323
754,374
755,667
756,839
757,679
758,985
759,887
760,217
761,500
762,587
763,707
764,908
765,767
766,19
767,973
768,554
769,32
770,237
771,256
772,329
773,789
774,514
775,777
776,921
777,639
778,810
779,971
780,899
781,305
782,954
783,793
784,772
785,977
786,428
787,965
788,311
789,702
790,68
791,975
792,35
793,233
794,875
795,516
796,46
797,990
798,963
799,308
800,278
801,902
802,531
803,943
804,691
805,841
806,966
807,662
808,542
