,0
624,759
625,337
626,923
627,639
628,94
629,351
630,743
631,906
632,436
633,554
634,194
635,183
636,352
637,781
638,37
639,598
640,474
641,362
642,429
643,951
644,151
645,626
646,668
647,58
648,829
649,663
650,701
651,982
652,93
653,143
654,705
655,819
656,134
657,576
658,991
659,970
660,637
661,751
662,487
663,166
664,477
665,107
666,700
667,607
668,148
669,475
670,335
671,147
672,27
673,156
674,90
675,396
676,384
677,458
678,367
679,44
680,132
681,965
682,755
683,778
684,425
685,679
686,409
687,80
688,926
689,182
690,440
691,925
692,414
693,122
694,22
695,706
696,860
697,792
698,369
699,664
700,423
701,410
702,719
703,604
704,472
705,171
706,127
707,439
708,612
709,82
710,98
711,936
712,364
713,953
714,329
715,66
716,618
717,124
718,137
719,448
720,552
721,187
722,190
723,371
724,165
725,689
726,51
727,782
728,588
729,602
730,431
731,862
732,1
733,8
734,317
735,505
736,486
737,379
738,610
739,307
740,67
741,488
742,677
743,785
744,954
745,65
746,963
747,356
748,972
749,718
750,545
751,86
752,395
753,111
754,574
755,865
756,748
757,901
758,622
759,320
760,123
761,444
762,445
763,998
764,449
765,665
766,411
767,46
768,443
769,740
770,424
771,322
772,580
773,816
774,979
775,479
776,971
777,975
778,179
779,935
780,834
781,562
782,25
783,839
784,360
785,302
786,405
787,717
788,813
789,154
790,715
791,319
792,608
793,390
794,625
795,789
796,653
797,835
798,175
799,77
800,647
801,895
802,635
803,499
804,398
805,452
806,96
807,496
808,441
