,0
322,508
323,95
324,240
325,11
326,100
327,270
328,474
329,528
330,670
331,257
332,889
333,779
334,516
335,346
336,165
337,715
338,379
339,232
340,276
341,15
342,679
343,373
344,69
345,534
346,727
347,302
348,98
349,355
350,128
351,506
352,275
353,173
354,412
355,753
356,228
357,125
358,279
359,6
360,711
361,868
362,705
363,434
364,520
365,684
366,697
367,208
368,278
369,808
370,784
371,325
372,223
373,469
374,354
375,408
376,291
377,739
378,614
379,326
380,97
381,368
382,470
383,347
384,850
385,783
386,568
387,372
388,851
389,26
390,613
391,583
392,409
393,690
394,227
395,567
396,413
397,429
398,267
399,640
400,586
401,198
402,845
403,848
404,101
405,256
406,805
407,476
408,525
409,200
410,24
411,353
412,594
413,272
414,136
415,1
416,53
417,375
418,741
419,92
420,381
421,752
422,631
423,478
424,388
425,427
426,349
427,685
428,9
429,517
430,672
431,494
432,885
433,225
434,205
435,362
436,489
437,14
438,769
439,333
440,887
441,785
442,605
443,143
444,686
445,86
446,452
447,130
448,135
449,438
450,123
451,518
452,730
453,566
454,721
455,252
456,743
457,645
458,164
459,459
460,521
461,814
462,157
463,389
464,148
465,401
466,107
467,432
468,687
469,55
470,627
471,146
472,550
473,692
474,3
475,555
476,194
477,330
478,688
479,50
480,552
481,893
482,40
483,529
484,374
485,189
486,491
487,608
488,658
489,94
490,695
491,466
492,430
493,62
494,307
495,295
496,825
497,328
498,386
499,860
500,320
501,871
502,698
503,140
504,549
505,161
506,558
507,725
508,463
509,181
510,213
511,174
512,728
513,624
514,382
515,407
516,543
517,356
518,542
519,75
520,603
521,541
522,674
523,120
524,342
525,573
526,210
527,376
528,876
529,341
530,420
531,561
532,133
533,758
534,773
535,265
536,789
537,819
538,209
539,266
540,190
541,61
542,117
543,319
544,862
545,802
546,766
547,648
548,621
549,712
550,216
551,453
552,767
553,441
554,816
555,321
556,65
557,134
558,503
559,806
560,361
561,717
562,481
563,16
564,109
565,509
566,662
567,823
568,224
569,327
570,634
571,577
572,867
573,435
574,142
575,581
576,587
577,579
578,298
579,42
580,699
581,366
582,323
583,865
584,844
585,87
586,843
587,33
588,653
589,572
590,654
591,64
592,900
593,345
594,141
595,390
596,801
597,447
598,126
599,863
600,48
601,176
602,156
603,29
604,236
605,708
606,293
607,724
608,774
609,383
610,713
611,574
612,358
613,842
614,854
615,282
616,281
617,322
618,630
619,569
620,122
621,891
622,31
623,553
624,610
625,439
626,28
627,243
628,669
629,96
630,858
631,231
632,791
633,853
634,777
635,531
636,651
637,132
638,538
639,222
640,890
641,71
642,700
643,676
644,882
645,788
646,378
647,238
648,659
649,91
650,414
651,500
652,790
653,837
654,483
655,636
656,149
657,524
658,626
659,365
660,258
661,838
662,678
663,778
664,169
665,262
666,813
667,155
668,664
669,56
670,426
671,51
672,102
673,536
674,625
675,839
676,180
677,63
678,450
679,746
680,451
681,696
682,338
683,230
684,644
685,485
686,324
687,747
688,23
689,19
690,501
691,237
692,490
693,810
694,629
695,642
696,874
697,4
698,255
699,308
700,59
701,348
702,771
703,598
704,184
705,37
706,119
707,663
708,671
709,455
710,532
711,343
712,367
713,13
714,160
715,77
716,505
717,370
718,804
719,666
720,424
721,44
722,422
723,99
724,145
725,668
726,211
727,597
728,896
729,875
730,575
731,168
732,546
733,703
734,76
735,799
736,197
737,357
738,571
739,178
740,41
741,153
742,68
743,396
744,800
745,246
746,436
747,781
748,539
749,151
750,576
751,828
752,511
753,337
754,768
755,74
756,514
757,163
758,812
759,112
760,832
761,786
762,537
763,204
764,704
765,8
766,632
767,35
768,202
769,765
770,623
771,649
772,340
773,484
774,283
775,449
776,821
777,18
778,709
779,544
780,615
781,740
782,335
783,416
784,284
785,467
786,115
787,639
788,756
789,93
790,280
791,512
792,417
793,646
794,764
795,873
796,888
797,886
798,318
799,138
800,759
801,212
802,127
803,473
804,559
805,110
806,221
807,729
808,782
809,399
