,0
413,520
414,401
415,766
416,878
417,249
418,174
419,175
420,676
421,504
422,394
423,666
424,495
425,850
426,835
427,658
428,368
429,464
430,465
431,574
432,890
433,913
434,686
435,704
436,618
437,342
438,808
439,737
440,115
441,324
442,909
443,956
444,875
445,118
446,677
447,693
448,135
449,728
450,855
451,788
452,776
453,448
454,441
455,325
456,435
457,231
458,497
459,395
460,315
461,223
462,894
463,636
464,454
465,256
466,993
467,347
468,227
469,305
470,427
471,336
472,821
473,125
474,964
475,539
476,410
477,430
478,830
479,922
480,434
481,164
482,295
483,239
484,754
485,348
486,134
487,741
488,536
489,804
490,673
491,184
492,370
493,263
494,334
495,514
496,718
497,683
498,165
499,910
500,588
501,672
502,931
503,424
504,887
505,362
506,644
507,814
508,712
509,268
510,113
511,870
512,557
513,820
514,104
515,476
516,109
517,873
518,893
519,203
520,358
521,917
522,648
523,857
524,730
525,669
526,132
527,146
528,832
529,185
530,681
531,124
532,216
533,378
534,622
535,745
536,651
537,646
538,314
539,326
540,436
541,823
542,558
543,881
544,114
545,413
546,143
547,563
548,257
549,759
550,313
551,903
552,926
553,777
554,678
555,590
556,883
557,616
558,156
559,779
560,246
561,519
562,483
563,182
564,343
565,936
566,220
567,769
568,972
569,228
570,974
571,537
572,273
573,774
574,330
575,604
576,688
577,137
578,634
579,631
580,706
581,423
582,507
583,531
584,437
585,859
586,607
587,744
588,290
589,605
590,399
591,461
592,538
593,439
594,339
595,929
596,270
597,265
598,685
599,107
600,696
601,970
602,408
603,335
604,470
605,916
606,521
607,886
608,765
609,417
610,764
611,709
612,708
613,585
614,920
615,844
616,444
617,458
618,433
619,105
620,206
621,301
622,800
623,667
624,924
625,379
626,150
627,958
628,945
629,529
630,214
631,386
632,508
633,525
634,144
635,771
636,130
637,948
638,159
639,999
640,760
641,888
642,711
643,180
644,839
645,505
646,716
647,233
648,811
649,735
650,133
651,512
652,310
653,254
654,592
655,272
656,491
657,927
658,882
659,447
660,782
661,960
662,205
663,719
664,287
665,213
666,123
667,162
668,842
669,949
670,111
671,506
672,838
673,356
674,837
675,789
676,202
677,345
678,925
679,781
680,570
681,168
682,933
683,405
684,665
685,813
686,517
687,166
688,337
689,490
690,364
691,796
692,620
693,655
694,128
695,371
696,790
697,403
698,594
699,171
700,834
701,117
702,396
703,518
704,242
705,415
706,540
707,996
708,210
709,110
710,617
711,173
712,151
713,700
714,284
715,649
716,388
717,251
718,727
719,971
720,559
721,963
722,412
723,889
724,876
725,966
726,991
727,186
728,975
729,392
730,717
731,193
732,983
733,189
734,485
735,264
736,459
737,253
738,494
739,351
740,515
741,359
742,954
743,598
744,982
745,852
746,846
747,880
748,281
749,674
750,294
751,201
752,679
753,632
754,147
755,366
756,250
757,680
758,891
759,947
760,795
761,817
762,355
763,546
764,122
765,567
766,260
767,905
768,344
769,286
770,261
771,772
772,411
773,550
774,997
775,642
776,694
777,300
778,726
779,121
780,443
781,545
782,863
783,851
784,149
785,235
786,749
787,714
788,561
789,763
790,705
791,625
792,824
793,978
794,160
795,697
796,724
797,596
798,429
799,230
800,547
801,921
802,577
803,707
804,101
805,589
806,843
807,197
808,872
